I,Q,I_dpd,Q_dpd
0.250562099,0.01324182,0.15617888,0.03681232
0.437621363,0.411659498,0.3014332,0.35381848
0.482936504,0.754531194,0.3898654,0.639094
0.361993848,0.932180484,0.34019116,0.7785826
0.125166004,0.904291878,0.1520567,0.7195326
-0.123338883,0.711399411,-0.058782563,0.5260129
-0.27259396,0.449761226,-0.17446965,0.3182714
-0.255921005,0.223529336,-0.1600776,0.15891129
-0.081323503,0.097981142,-0.035116866,0.0844181
0.173079259,0.075503848,0.15058523,0.084370695
0.396031672,0.103672272,0.32203117,0.11764205
0.494346477,0.108754591,0.40274012,0.11227363
0.433758676,0.03634967,0.35485145,0.038543016
0.250666761,-0.12103329,0.21434653,-0.10068814
0.030776742,-0.321607687,0.047339775,-0.27131605
-0.133255942,-0.49607971,-0.09195179,-0.4141772
-0.183752443,-0.580984334,-0.14564884,-0.47699052
-0.119777927,-0.546737743,-0.10745779,-0.4330352
0.009698529,-0.407894596,-0.014744926,-0.3055102
0.13509071,-0.213013789,0.076289505,-0.14723536
0.2013835,-0.021503752,0.12841007,-0.0037104413
0.191437953,0.120115557,0.12258169,0.09612462
0.127435331,0.191832172,0.07834427,0.14089872
0.052590995,0.199670911,0.030212991,0.14163189
0.00507308,0.164726704,0.0039026607,0.114564896
-0.001318671,0.109662549,0.0066817775,0.075452074
0.019571181,0.050013178,0.026060864,0.033975355
0.038674851,-0.006799548,0.043469653,-0.0035509802
0.031031719,-0.056974142,0.04317359,-0.039742664
-0.009563323,-0.095371499,0.008233728,-0.07319105
-0.068346077,-0.114242992,-0.045092404,-0.092792
-0.119788938,-0.106365516,-0.094009444,-0.08783697
-0.143175153,-0.069828562,-0.119821325,-0.056078084
-0.134062946,-0.010503992,-0.11722289,-0.0044495016
-0.105334638,0.060057391,-0.09524382,0.054604087
-0.078053434,0.130214023,-0.071118176,0.109525055
-0.068242225,0.193585875,-0.061541516,0.15368283
-0.077608937,0.250373766,-0.067743905,0.19300331
-0.093346055,0.303473762,-0.07853677,0.23201132
-0.096442803,0.351878846,-0.07925707,0.27080485
-0.072987416,0.386133554,-0.058304604,0.30173165
-0.021589694,0.389841946,-0.0135837495,0.30975562
0.047092707,0.347655458,0.046519965,0.28064805
0.117638976,0.255845908,0.10837829,0.21110973
0.178744652,0.129197642,0.16076797,0.11332387
0.227825949,-0.000780124,0.19852048,0.011827655
0.26859865,-0.096841408,0.22488719,-0.06495948
0.303727194,-0.131438751,0.24273027,-0.09504138
0.328103338,-0.098853081,0.25129712,-0.07356542
0.328142399,-0.017470516,0.24385062,-0.015001483
0.288675948,0.079349861,0.21092528,0.054422587
0.203860254,0.159240318,0.14723496,0.10967146
0.085237746,0.205213502,0.06000587,0.14061187
-0.039092505,0.220823504,-0.030091505,0.15170388
-0.135493832,0.22353831,-0.10091824,0.15430036
-0.181201721,0.23044848,-0.13649188,0.16534431
-0.177430582,0.244947673,-0.1340631,0.18532796
-0.151279865,0.252680544,-0.111945,0.19860497
-0.143948756,0.229852667,-0.10117257,0.18355861
-0.190063589,0.159707416,-0.13006286,0.12697531
-0.298165731,0.047690515,-0.20928317,0.035275675
-0.442602349,-0.074302967,-0.32613328,-0.064750195
-0.571842371,-0.158780915,-0.44392097,-0.12858911
-0.630148175,-0.164528196,-0.5087743,-0.12351565
-0.582712475,-0.078772382,-0.47947225,-0.04361517
-0.432371581,0.072345525,-0.36180687,0.08463281
-0.219906493,0.231816016,-0.19787516,0.21559799
-0.007777144,0.335957943,-0.02712826,0.30029783
0.145055288,0.343867263,0.10466984,0.29983202
0.205649239,0.257840063,0.16563368,0.22107965
0.177156671,0.124237691,0.1521112,0.101932704
0.093002946,0.013459105,0.08775861,0.0015937313
-0.000722791,-0.01216887,0.007690275,-0.024453089
-0.065566131,0.072269833,-0.056840952,0.037148215
-0.084389291,0.241479086,-0.080794215,0.17400959
-0.063387394,0.429758367,-0.06923638,0.33223087
-0.023568923,0.558965547,-0.029572085,0.4488734
0.012342418,0.571912095,0.016415365,0.4636948
0.030414899,0.456317168,0.047206126,0.3658172
0.028833316,0.24919449,0.057395905,0.19901484
0.014010509,0.020651918,0.048842374,0.019494459
-0.00664841,-0.154904391,0.027506765,-0.1206046
-0.030238843,-0.227353452,-0.0039936174,-0.17661941
-0.058821669,-0.187622323,-0.04325669,-0.14693652
-0.095087619,-0.067106555,-0.08552386,-0.055194557
-0.136534225,0.078047345,-0.12576589,0.05758304
-0.172412888,0.189821738,-0.15264036,0.14770164
-0.186098913,0.228787281,-0.15690362,0.18111588
-0.162392297,0.185105709,-0.12735903,0.15161532
-0.096341534,0.077875648,-0.06504864,0.073505715
0.000964864,-0.054755942,0.015287507,-0.030857638
0.103037227,-0.169713636,0.09777211,-0.119194224
0.175628135,-0.232248139,0.14776568,-0.17151079
0.188841311,-0.224835485,0.1490602,-0.17122558
0.129147754,-0.150285994,0.09380728,-0.122500435
0.006596525,-0.029233325,-0.0048875203,-0.040273204
-0.145847142,0.106847375,-0.13052829,0.06492927
-0.281176274,0.225265727,-0.23389484,0.15388493
-0.352934032,0.301901096,-0.28741947,0.22440602
-0.330960099,0.328191383,-0.2633362,0.26018378
-0.213016025,0.312664096,-0.16413096,0.25986868
-0.027912175,0.275885223,-0.016201109,0.23988499
0.171828714,0.240300127,0.14169522,0.2135368
0.326319689,0.219064364,0.263201,0.1941406
0.388756948,0.209139196,0.3134052,0.1790227
0.342820705,0.1926077,0.27628535,0.15283586
0.210050146,0.146515079,0.17178857,0.10265786
0.043254706,0.057104996,0.044894774,0.024973378
-0.092761829,-0.068593201,-0.060251687,-0.0709738
-0.146396918,-0.20044865,-0.09975895,-0.16601738
-0.100282283,-0.294806531,-0.06663974,-0.22972494
0.021170735,-0.312700987,0.019157816,-0.23162913
0.161952031,-0.23860704,0.11677703,-0.16809306
0.2589972,-0.090505098,0.18248156,-0.056522936
0.270921517,0.084457064,0.1868744,0.0706232
0.198083413,0.227720279,0.13116525,0.16988802
0.084243018,0.292854911,0.050919726,0.21368527
-0.001980469,0.264075104,-0.0032541566,0.19205877
0.001655053,0.161004154,0.010415282,0.12018359
0.12088557,0.027476288,0.10437783,0.029356476
0.32981605,-0.090078453,0.2712655,-0.048735745
0.558265624,-0.164012312,0.45816243,-0.10973935
0.718929211,-0.196133775,0.5948529,-0.15428971
0.742623725,-0.212663892,0.6108626,-0.18799812
0.606185422,-0.24645514,0.4887346,-0.22356324
0.341043701,-0.315934075,0.2772475,-0.2830549
0.019431775,-0.41189568,0.029553328,-0.36864793
-0.274724446,-0.499277461,-0.21336865,-0.43889415
-0.476788362,-0.533407938,-0.39095822,-0.4581868
-0.560983003,-0.482824077,-0.47264305,-0.39984468
-0.541604322,-0.347304287,-0.45901525,-0.2695973
-0.458017257,-0.161958543,-0.3855347,-0.10886391
-0.352802226,0.015096041,-0.29745322,0.034594484
-0.254378386,0.126116175,-0.2162612,0.12084365
-0.171578225,0.137654562,-0.14293224,0.12882954
-0.100441191,0.054403894,-0.07510768,0.06421129
-0.036945221,-0.082864118,-0.01723415,-0.049153447
0.013110211,-0.213883845,0.025411194,-0.15634692
0.03330524,-0.282462853,0.035806753,-0.21815898
0.005270997,-0.257083412,0.0033205235,-0.20539233
-0.078508782,-0.140673841,-0.07183519,-0.1215577
-0.205559386,0.033138609,-0.17884317,0.00776669
-0.343725856,0.214339642,-0.29046842,0.14884223
-0.451554732,0.35481723,-0.37412205,0.26991403
-0.493994779,0.423608997,-0.39884228,0.3423167
-0.455971952,0.41443164,-0.3546084,0.34542888
-0.34765529,0.344392538,-0.25750434,0.29255664
-0.199520806,0.245889079,-0.13645405,0.21703792
-0.050181395,0.155302002,-0.020215947,0.14702703
0.067152197,0.102116867,0.06659122,0.1008102
0.134009839,0.101170072,0.109866515,0.092997216
0.149105352,0.149522297,0.11303965,0.124735534
0.124738423,0.228378323,0.08794955,0.17895539
0.08026194,0.30946555,0.051911693,0.23670328
0.035785564,0.364218759,0.020995729,0.27707022
0.007718343,0.373114548,0.0062524006,0.2843861
0.006008593,0.33202935,0.013028249,0.25458312
0.032302504,0.253115967,0.04003735,0.19675764
0.0789571,0.159565711,0.079303846,0.1280336
0.130003688,0.076183365,0.11937954,0.06671576
0.165425159,0.019776665,0.14479735,0.024441086
0.168757706,-0.006254429,0.14309111,0.0018580407
0.135603163,-0.010547077,0.11233605,-0.0064731315
0.078755817,-0.006374427,0.06482994,-0.008228302
0.02597147,-0.002200209,0.021687016,-0.0072213113
0.009449778,0.004478379,0.0046360847,0.00025160797
0.050629065,0.026154809,0.03185619,0.022947138
0.147408863,0.07713541,0.105432205,0.068454266
0.271046752,0.162263385,0.20054996,0.13727264
0.375991338,0.26891803,0.28529498,0.21975347
0.419430281,0.367577817,0.32647714,0.29356125
0.381683422,0.422084095,0.30399036,0.32872677
0.277057416,0.405533018,0.22676763,0.30485737
0.148740714,0.31421059,0.13116518,0.22654097
0.0491484,0.172206713,0.058672305,0.1182997
0.014888971,0.023460604,0.032176822,0.010081927
0.048967253,-0.085911179,0.055113167,-0.062056243
0.119753039,-0.127141552,0.10553304,-0.089597955
0.177862475,-0.101049542,0.13940369,-0.06915682
0.182640686,-0.037084757,0.13747776,-0.023660004
0.124469511,0.020478879,0.091805965,0.014267046
0.030822696,0.032715582,0.021252993,0.020550342
-0.047727365,-0.016858012,-0.04071839,-0.021191495
-0.064680771,-0.116024792,-0.046653725,-0.09170699
-0.003720286,-0.230785331,0.0034812223,-0.17280316
0.110428188,-0.321440152,0.09186864,-0.23669745
0.222860886,-0.359740543,0.1755583,-0.26688573
0.276096025,-0.339136196,0.21157797,-0.25701958
0.240266557,-0.274184717,0.1773579,-0.21539158
0.129930485,-0.190845201,0.087986596,-0.16028635
-0.001809875,-0.113649048,-0.012765992,-0.106709234
-0.089393754,-0.056524342,-0.084837385,-0.063016914
-0.087890898,-0.021218992,-0.08317681,-0.026148483
0.004002837,-0.002634548,-0.011600766,-0.0004898906
0.143060314,0.003387655,0.101059034,0.015965626
0.263231741,-0.004822863,0.20156527,0.009438723
0.30869697,-0.033689721,0.24608013,-0.019577019
0.261138322,-0.088225239,0.21371713,-0.071057536
0.147299058,-0.164894933,0.12789457,-0.13834698
0.02338863,-0.248308111,0.031113353,-0.20732056
-0.054933874,-0.314342623,-0.036497932,-0.25710738
-0.060913774,-0.338606708,-0.048642483,-0.26927382
-0.008621259,-0.306096033,-0.015456674,-0.23550779
0.057201064,-0.217239812,0.02891936,-0.16216838
0.087093134,-0.087537913,0.04821054,-0.06662101
0.054134187,0.058581084,0.022263471,0.040910367
-0.032195638,0.196213628,-0.046344783,0.1407731
-0.132491441,0.306600472,-0.11872559,0.22523116
-0.19988258,0.379464499,-0.16604325,0.28508022
-0.205532037,0.411491968,-0.16347629,0.31847107
-0.1529981,0.403572958,-0.11446382,0.32033658
-0.073905083,0.359581235,-0.045223646,0.2907393
-0.008017628,0.287605921,0.011991374,0.2353935
0.020508119,0.201981119,0.03669565,0.16611823
0.017009023,0.123030633,0.031745836,0.101028144
0.012453874,0.072314834,0.021290123,0.059821013
0.044121431,0.064028502,0.03603227,0.05566931
0.131881305,0.096367732,0.09565875,0.08797407
0.263634004,0.148061416,0.1955632,0.13461053
0.398343029,0.183623275,0.3066378,0.16245836
0.485290275,0.166723071,0.386086,0.14256589
0.489217722,0.076493403,0.39836422,0.061521247
0.407858283,-0.080825453,0.34062183,-0.070639014
0.272672587,-0.271124927,0.2397133,-0.22718313
0.132870102,-0.443973216,0.12780593,-0.3701694
0.031762583,-0.551950562,0.03640391,-0.45703015
-0.011795645,-0.569247838,-0.011586156,-0.46423036
-0.007594382,-0.5011036,-0.019232359,-0.39904553
0.016933417,-0.379952571,-0.006749306,-0.29514354
0.035194339,-0.250514954,0.0052943286,-0.19181645
0.035992516,-0.151215932,0.007963154,-0.11724093
0.025871948,-0.100652785,0.0047059385,-0.0813457
0.018888664,-0.094729082,0.0041899392,-0.07821725
0.021416615,-0.114316606,0.010230562,-0.09346189
0.022775603,-0.138033985,0.014561701,-0.112474434
-0.001099625,-0.152741812,-0.0010470287,-0.12657824
-0.07201892,-0.156555696,-0.05372119,-0.13422383
-0.191085022,-0.154118339,-0.14542784,-0.13525751
-0.329510783,-0.148589356,-0.25536972,-0.13067684
-0.436438113,-0.136543559,-0.34542266,-0.11545384
-0.461991139,-0.109739252,-0.37132484,-0.083122954
-0.384408224,-0.062909305,-0.31233883,-0.034024112
-0.226327357,-0.002290048,-0.1898692,0.023418583
-0.049740523,0.051657904,-0.052546445,0.06849943
0.070142038,0.070973554,0.052360877,0.08244471
0.080429907,0.034398661,0.06919587,0.04059817
-0.022115843,-0.058011613,-0.0061287526,-0.044527687
-0.186454642,-0.178436093,-0.13136667,-0.14989841
-0.328943975,-0.27821339,-0.24635434,-0.2364161
-0.371712901,-0.306660524,-0.2917869,-0.2510457
-0.279441722,-0.233722892,-0.23258814,-0.17680621
-0.076704637,-0.065591836,-0.08847165,-0.027531907
0.162517542,0.154833497,0.09678843,0.15656416
0.347900733,0.363647283,0.24737263,0.31201378
0.41228702,0.500896635,0.31877926,0.4112895
0.338874277,0.53331116,0.27642435,0.41537902
0.164061931,0.464506157,0.14526191,0.33536786
-0.043658135,0.32874805,-0.009867776,0.21829839
-0.216795187,0.172599349,-0.14051273,0.09990524
-0.317048597,0.034494983,-0.2196631,0.0063900016
-0.345589457,-0.06744764,-0.24555863,-0.057870574
-0.33260631,-0.134330128,-0.23939322,-0.09869139
-0.314095894,-0.174797701,-0.22958833,-0.12386064
-0.309661776,-0.191433425,-0.23277988,-0.13520017
-0.313160897,-0.174643651,-0.24462922,-0.12303916
-0.29998301,-0.108621058,-0.24471821,-0.07204354
-0.245309321,0.013755104,-0.2123866,0.024117358
-0.142065264,0.176413567,-0.14080562,0.15177839
-0.008255528,0.336271934,-0.03616667,0.28099513
0.120037432,0.435249038,0.073601015,0.3606848
0.205509764,0.424539644,0.15959531,0.34933555
0.226712826,0.289975992,0.19542724,0.23392761
0.186283693,0.065128967,0.1772641,0.05086296
0.106854232,-0.176337207,0.12078847,-0.14525692
0.018275047,-0.347759507,0.0450681,-0.28628087
-0.055753555,-0.384857316,-0.031099753,-0.31697875
-0.104174497,-0.273397133,-0.09031347,-0.2257757
-0.125761268,-0.056024644,-0.12343229,-0.05285804
-0.120770676,0.185410608,-0.1275554,0.14246526
-0.084332917,0.364250711,-0.093921065,0.29077834
-0.007490618,0.424508117,-0.021803737,0.34523788
0.113604176,0.361436838,0.08871218,0.29953486
0.265950784,0.218510251,0.2209647,0.18807203
0.414011702,0.063445386,0.34443536,0.06371583
0.506379667,-0.044332998,0.41974276,-0.029348195
0.494493422,-0.078944294,0.40378138,-0.06848456
0.355736614,-0.054545145,0.2839679,-0.06154359
0.109386469,-0.011388301,0.09236997,-0.04299067
-0.183986874,0.010019519,-0.14387006,-0.028560454
-0.44163551,-0.007410388,-0.3440809,-0.038622268
-0.589140177,-0.048181317,-0.46495673,-0.053000152
-0.589134761,-0.073973061,-0.46623838,-0.051674597
-0.455306348,-0.046824747,-0.35973287,-0.015867628
-0.245288569,0.046687276,-0.20127606,0.06522905
-0.035761225,0.183208574,-0.04599194,0.17646486
0.108878408,0.309210509,0.06866093,0.2690998
0.160389178,0.363904268,0.114965186,0.30479184
0.133282688,0.307779468,0.10730926,0.24963346
0.072723009,0.143172654,0.07332577,0.11213042
0.030792956,-0.083094985,0.04978473,-0.06669367
0.042715854,-0.296667468,0.059317686,-0.23300113
0.113374625,-0.424896301,0.10471405,-0.3310709
0.21860416,-0.425649771,0.17281573,-0.3279099
0.318547018,-0.303410474,0.2343603,-0.2300514
0.375443941,-0.106251388,0.26602057,-0.07884105
0.367617883,0.094314793,0.257049,0.07133274
0.294730875,0.231525124,0.2063265,0.16917607
0.174350301,0.267727694,0.12498338,0.1885671
0.033678953,0.205468216,0.03107091,0.13615741
-0.098738099,0.082029758,-0.060377102,0.03969943
-0.198300986,-0.048850893,-0.13155825,-0.059151642
-0.246510921,-0.139554604,-0.1733553,-0.12147913
-0.231897757,-0.166055385,-0.16946445,-0.13027853
-0.151639004,-0.133965995,-0.11654573,-0.09206414
-0.014098542,-0.072092683,-0.01943359,-0.033229828
0.159471746,-0.017541302,0.11392914,0.017342344
0.336562659,0.00068765,0.24913287,0.03073585
0.479692343,-0.027112247,0.3693769,-0.000884518
0.556196153,-0.089249021,0.44027996,-0.06518179
0.548096142,-0.159424902,0.43833673,-0.13582161
0.457971361,-0.208730917,0.36512202,-0.18494348
0.308210643,-0.217506574,0.24358356,-0.19726674
0.133864495,-0.182381812,0.10502744,-0.17273384
-0.027990753,-0.116252059,-0.022585783,-0.122312
-0.14828985,-0.041992104,-0.12567034,-0.061741773
-0.212143984,0.016893504,-0.1738612,-0.0050169006
-0.220000954,0.044651974,-0.17687136,0.029435396
-0.184815212,0.0375711,-0.14453942,0.035016768
-0.127272585,0.003146571,-0.09481936,0.015686236
-0.070750384,-0.044628126,-0.04802138,-0.020149857
-0.0365983,-0.091168768,-0.020705217,-0.061569452
-0.039566784,-0.125692904,-0.02440989,-0.09282389
-0.083471932,-0.142639543,-0.060626358,-0.11080007
-0.158255777,-0.140460726,-0.1218967,-0.113657214
-0.240480636,-0.119504801,-0.19066435,-0.09950932
-0.298899066,-0.080935532,-0.24142337,-0.067295216
-0.304726894,-0.027618332,-0.24967471,-0.019253992
-0.243438417,0.033734567,-0.20342858,0.03707323
-0.122950963,0.091137909,-0.1092991,0.088808686
0.026504134,0.128664617,0.010967432,0.123869196
0.162343976,0.131234644,0.12247954,0.12263273
0.246249204,0.091451305,0.1938251,0.087774485
0.260398524,0.015354022,0.21103632,0.020191215
0.21554947,-0.076290078,0.17904389,-0.06054773
0.146399895,-0.152924416,0.12434366,-0.12681499
0.095573626,-0.184291857,0.07859273,-0.15299419
0.093328352,-0.151883896,0.066352874,-0.124697834
0.142646243,-0.056838425,0.094977275,-0.04709942
0.21716723,0.079413479,0.14824717,0.06335729
0.273319338,0.222334437,0.19385946,0.17293483
0.270966257,0.336322678,0.20042646,0.25775516
0.192539769,0.396404315,0.14809266,0.29753116
0.051292503,0.394649906,0.046691556,0.28804702
-0.115237246,0.339077772,-0.074357755,0.24042195
-0.26297398,0.246544417,-0.18433379,0.17003869
-0.361067214,0.133966026,-0.25916836,0.091597326
-0.403657001,0.012667428,-0.29117942,0.008819938
-0.408065426,-0.111510621,-0.29395732,-0.07869005
-0.401151383,-0.23329583,-0.29122567,-0.16844659
-0.40184552,-0.342198791,-0.30048203,-0.25242722
-0.409752,-0.420469477,-0.32066378,-0.31547204
-0.406160342,-0.447302758,-0.33195367,-0.33745942
-0.366785568,-0.408017357,-0.30971146,-0.30378538
-0.278888844,-0.303583049,-0.24436118,-0.21721223
-0.15279775,-0.154928306,-0.1484778,-0.09742061
-0.020745758,0.001356912,-0.047748514,0.02007299
0.077131677,0.125006111,0.03541662,0.11663864
0.11261183,0.186662781,0.07032509,0.15421724
0.084454721,0.178254644,0.06050453,0.1381972
0.020330096,0.114138835,0.02193345,0.0796544
-0.036012552,0.022524433,-0.01813864,0.0063700825
-0.046115264,-0.068396797,-0.024034053,-0.05905409
0.004164658,-0.142491835,0.014543707,-0.10933584
0.097826304,-0.199841193,0.08629143,-0.14524432
0.195666993,-0.251276218,0.16014287,-0.18062131
0.256353727,-0.306878375,0.2067758,-0.22631803
0.257178107,-0.365418012,0.2068353,-0.28064895
0.204742223,-0.411263914,0.16259332,-0.32689214
0.13018522,-0.421133959,0.097629845,-0.34153986
0.071743229,-0.377375823,0.043449394,-0.30782944
0.054091278,-0.280390062,0.022175001,-0.22761405
0.075516736,-0.152702195,0.034858365,-0.123739235
0.10969177,-0.031325485,0.06400219,-0.028237365
0.12095389,0.048633307,0.07883751,0.03464971
0.084771906,0.071055331,0.059377305,0.04849358
0.0023214,0.047469082,0.004280236,0.028939694
-0.098731156,0.012025018,-0.07123164,-0.007029087
-0.177749121,0.004452537,-0.13560094,-0.010750119
-0.201819102,0.049128785,-0.160236,0.02891545
-0.162658591,0.140915928,-0.13546182,0.10920655
-0.080800917,0.245488469,-0.07399227,0.20069261
0.005102134,0.314772248,-0.0038234852,0.25969788
0.058108943,0.310386724,0.04641337,0.25544304
0.061370684,0.223606201,0.060318984,0.18187541
0.025320201,0.081695498,0.040239494,0.0644999
-0.020035801,-0.063000334,0.004227314,-0.050752677
-0.043379987,-0.156333725,-0.019625705,-0.1241409
-0.030807567,-0.166922684,-0.020382158,-0.13161774
0.00545668,-0.100189079,-0.0033553187,-0.0767497
0.033541531,0.004834701,0.01422571,0.0039538443
0.020617395,0.094214022,0.0011177277,0.07335645
-0.046014979,0.124122701,-0.03988321,0.09588302
-0.147037057,0.080096121,-0.10882658,0.056274306
-0.235744748,-0.018393262,-0.172992,-0.022291057
-0.258222713,-0.129527143,-0.18910779,-0.10411909
-0.179943192,-0.210483387,-0.13093069,-0.15573384
-0.005843822,-0.237685468,-0.0026963372,-0.16159223
0.216540144,-0.216240383,0.16379628,-0.13573338
0.413558791,-0.174719161,0.31536406,-0.106924415
0.514941333,-0.148883262,0.39876547,-0.101649955
0.483378589,-0.163155959,0.3777465,-0.13030426
0.330949699,-0.219088051,0.26218057,-0.18892807
0.114966144,-0.295842796,0.098889925,-0.26147127
-0.085007968,-0.361300891,-0.05994837,-0.31714535
-0.198945656,-0.387229481,-0.156272,-0.3301382
-0.193365698,-0.360651746,-0.15788175,-0.29347497
-0.082519953,-0.286469397,-0.076781586,-0.217042
0.080024892,-0.181611887,0.0447851,-0.12300973
0.224725311,-0.06546625,0.15706132,-0.031984918
0.293770596,0.047362721,0.21023057,0.047357023
0.261733026,0.14830116,0.18655086,0.11101083
0.141764402,0.230822159,0.09594225,0.16058786
-0.023352606,0.285639481,-0.02614331,0.19623867
-0.179830569,0.30008345,-0.13955031,0.20735426
-0.282687802,0.26376983,-0.21244235,0.18689653
-0.309210281,0.178005864,-0.22565897,0.1326925
-0.262416361,0.062837795,-0.18357487,0.055698875
-0.165470049,-0.044363439,-0.107502535,-0.017761149
-0.051144252,-0.100907183,-0.025604475,-0.05869557
0.048909806,-0.077457381,0.04137312,-0.044401154
0.111821425,0.025339216,0.077686444,0.030874476
0.127127909,0.171568067,0.0778642,0.13814592
0.097118549,0.300897418,0.056709975,0.23470119
0.035056369,0.352635052,0.018493999,0.27189723
-0.038143083,0.292930539,-0.023298081,0.22264957
-0.098837603,0.132353892,-0.054868437,0.09790641
-0.127101814,-0.075394004,-0.06801602,-0.062955
-0.11352951,-0.254433034,-0.059486687,-0.19808589
-0.063958966,-0.338670371,-0.03237859,-0.25900048
0.000676554,-0.300383726,0.0005407082,-0.22441448
0.050860089,-0.162024186,0.022791117,-0.11543192
0.060087779,0.01459631,0.025165241,0.015987214
0.017314494,0.156925535,-0.012197645,0.12172274
-0.065448955,0.214708458,-0.06486495,0.16373149
-0.154862657,0.181796948,-0.1213967,0.13317126
-0.208002198,0.096409142,-0.1544676,0.0665369
-0.190038924,0.019937165,-0.13909407,0.013410442
-0.090351954,0.004875705,-0.0681944,0.0114036575
0.070552264,0.067812163,0.05031074,0.07074277
0.247305022,0.180970163,0.18212414,0.16423453
0.387181341,0.286648372,0.29745334,0.24649283
0.451436523,0.327490721,0.35962617,0.2696467
0.430835703,0.277479024,0.3507951,0.21634516
0.348083651,0.157882118,0.28817755,0.110900074
0.245883233,0.029558995,0.20794973,0.0048143417
0.16623855,-0.035418194,0.14080678,-0.047281146
0.130973968,0.010494255,0.10196521,-0.010516044
0.132982148,0.164555916,0.0898179,0.11299695
0.142499731,0.370971678,0.092917375,0.28109837
0.125209391,0.543354835,0.08873001,0.4258532
0.062902952,0.602630032,0.055673704,0.47541833
-0.034070533,0.513021776,-0.004277669,0.39670426
-0.129407339,0.299352381,-0.0645855,0.22544898
-0.177798813,0.037370427,-0.09648062,0.022964235
-0.148126055,-0.178742235,-0.077737175,-0.13695282
-0.04130417,-0.277025603,-0.0129269175,-0.20210157
0.106538112,-0.238217145,0.0818429,-0.16375634
0.237826993,-0.102515055,0.16901621,-0.05719617
0.298215089,0.049940991,0.21035823,0.05707185
0.260642927,0.135502913,0.18596299,0.11179547
0.13743042,0.103613313,0.102979645,0.07480132
-0.025242159,-0.042706731,-0.008222504,-0.0490058
-0.167669519,-0.250881753,-0.111148804,-0.21318424
-0.242028839,-0.444305306,-0.17091966,-0.36492044
-0.231058608,-0.556786398,-0.17542362,-0.4466715
-0.151938201,-0.559963641,-0.12707195,-0.4357659
-0.044776475,-0.471832536,-0.051409863,-0.35260716
0.047524914,-0.343873508,0.015815767,-0.24678461
0.097705163,-0.234266687,0.053661846,-0.16492721
0.102368968,-0.180646524,0.06050444,-0.13103919
0.077454129,-0.185198662,0.046919055,-0.14239825
0.04515235,-0.218271081,0.026845299,-0.17474833
0.020464886,-0.237480752,0.009269644,-0.19426255
0.00483545,-0.212011727,-0.004490122,-0.17626429
-0.010441293,-0.139782196,-0.018706001,-0.11989734
-0.03423488,-0.049129548,-0.037911095,-0.049318656
-0.065910393,0.015513028,-0.061423093,0.0043756478
-0.092366454,0.016660132,-0.07370384,0.01334409
-0.093917407,-0.055857998,-0.06847198,-0.038150415
-0.055718595,-0.177192178,-0.033298127,-0.12982322
0.022005716,-0.296341955,0.027229503,-0.2184329
0.121134705,-0.357719625,0.09756787,-0.26649904
0.212258459,-0.325695291,0.1574193,-0.24383344
0.267401532,-0.20110905,0.18833885,-0.15133987
0.272116853,-0.022411392,0.18503413,-0.018931806
0.230673156,0.149077542,0.1527723,0.10798779
0.162101897,0.253446716,0.10628158,0.18478465
0.09006488,0.255772711,0.06456593,0.18586037
0.032757468,0.159354305,0.035807643,0.113034256
-0.001550399,0.003560269,0.021045411,-0.0026715295
-0.011792211,-0.152294074,0.018239554,-0.123972096
0.002393193,-0.252089608,0.022900146,-0.19692996
0.044881277,-0.263697311,0.041986845,-0.201104
0.120461963,-0.189517858,0.0843831,-0.13673693
0.225855159,-0.063340819,0.15494391,-0.034267634
0.340207108,0.064397475,0.24035005,0.0666424
0.423195177,0.146572754,0.31287888,0.12443479
0.425932755,0.156628291,0.3271489,0.12093651
0.312729619,0.096814807,0.24922585,0.059630115
0.084192338,-0.005001701,0.08636015,-0.03548007
-0.211265782,-0.10785082,-0.14985332,-0.12363856
-0.48691612,-0.17397987,-0.36912805,-0.1700162
-0.648046243,-0.182442991,-0.5149273,-0.160284
-0.631816838,-0.134985521,-0.512236,-0.09672414
-0.438529561,-0.052673085,-0.356601,-0.011490308
-0.137988247,0.034465529,-0.12593472,0.06866638
0.154923636,0.099856439,0.11092271,0.12940606
0.326808311,0.129496293,0.2491329,0.13889518
0.31434558,0.124296552,0.24375176,0.11092567
0.132453991,0.095524845,0.105340794,0.059327897
-0.131855255,0.056456202,-0.10065432,0.012865927
-0.358012596,0.014980845,-0.27777517,-0.02001663
-0.445448597,-0.028857883,-0.34943393,-0.038619988
-0.357411185,-0.079256704,-0.27662036,-0.053837635
-0.134791913,-0.137342453,-0.099460684,-0.07748036
0.125897618,-0.194879042,0.106502205,-0.106880024
0.319042298,-0.233563161,0.25744832,-0.14752546
0.37807741,-0.231689521,0.2965525,-0.16519624
0.302331107,-0.175797585,0.2266836,-0.14082697
0.150830994,-0.071509861,0.10111785,-0.075737946
0.008067688,0.052887529,-0.012356153,0.016328413
-0.059633478,0.153760109,-0.06695767,0.10285844
-0.034739977,0.18874729,-0.038532615,0.1437001
0.048442516,0.135940667,0.03922686,0.11254598
0.127894917,0.006518259,0.11531296,0.016307712
0.150606507,-0.156217237,0.14498892,-0.11347369
0.101393524,-0.292548888,0.10627958,-0.23046662
0.008521561,-0.350823674,0.021499114,-0.28448093
-0.075891067,-0.309873671,-0.062397324,-0.25391817
